name,amount,category
CZ Groep Zorgverzekeraar,-293.50,Wellbeing & Beauty_Insurance
Zilveren Kruis Zorgverzekeringen  NV,10.95,Reimbursement_Reimbursement
Zilveren Kruis Zorgverzekeringen  NV,273.85,Reimbursement_Reimbursement
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Oranje spaarrekening W85769111,-249.31,Transfers_Transfers
Sociale Verzekeringsbank,249.31,Benefits_Benefits
Lebo Vastgoed B.V.,-1676.40,Home_Rent
Zilveren Kruis Zorgverzekeringen  NV,-284.80,Transfers_Transfers
BUDGET ENERGIE,-112.00,Home_Utilities
GVB Exploitatie B.V.,-7.17,Transport_Public Transport
GVB Exploitatie B.V.,-44.29,Transport_Public Transport
Oranje spaarrekening K58675097,-1212.25,Savings_Savings
BUDGET ENERGIE,1212.25,Benefits_Benefits
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
WISE,-1330.72,Finances_Loans
Oranje spaarrekening K58675097,-1000.00,Savings_Savings
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
Oranje spaarrekening K58675097,-262.00,Savings_Savings
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Total Employee Compliance Services BV,5374.18,Salary_Salary
NS GROEP IZ NS REIZIGERS,-14.70,Transport_Public Transport
Oranje spaarrekening K58675097,-190.00,Transfers_Transfers
BUDGET ENERGIE,190.00,Benefits_Benefits
Wise,-116.30,Transfers_Transfers
Oranje spaarrekening L94496383,-280.00,Shopping_Electronics
Oranje spaarrekening X94446204,280.00,Transfers_Transfers
Diversen,-2.35,Others_Withdrawals & Bank charges
ING Bank N.V. Creditcards,-5.35,Others_Business expense
Netflix returns,-15.00,Multimedia_Others
Oranje spaarrekening L94496383,-24.78,Food & Drinks_Restaurants
Oranje spaarrekening L94496383,-530.00,Transport_Airfare
Oranje spaarrekening K58675097,530.00,Transfers_Transfers
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
A S MOMIN,990.00,Transfers_Transfers
A S MOMIN,10.00,Transfers_Transfers
Oranje spaarrekening L94496383,-1000.00,Transfers_Transfers
Diversen,-26.24,Finances_Credit card
ALBERT HEIJN 1653,-5.50,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
ALBERT HEIJN 1027,-4.41,Food & Drinks_Groceries
Jumbo Adam Osdorp,-1.97,Food & Drinks_Groceries
ALBERT HEIJN 1027,-3.38,Food & Drinks_Groceries
Action 1035,-5.68,House & Garden_Equipment
Sprinter 402 Osdorp,-20.00,Shopping_Clothes & Accessories
Oranje spaarrekening W85769111,20.00,Transfers_Transfers
Oranje spaarrekening X94446204,170.00,Transfers_Transfers
Tikkie,-170.00,Transfers_Transfers
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
Oranje spaarrekening K58675097,502.00,Transfers_Transfers
Lebo Vastgoed B.V.,-1676.40,Home_Rent
ING Bank N.V. Creditcards,-502.00,Transport_Airfare
ALBERT HEIJN 1027,-2.74,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-3.32,Food & Drinks_Groceries
BUDGET ENERGIE,-154.00,Home_Utilities
Revolut7440,-20.00,Transfers_Transfers
Thanveer Ahamed,20.00,Transfers_Transfers
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
GVB Exploitatie B.V.,-36.70,Transport_Public Transport
GVB Exploitatie B.V.,-5.93,Transport_Public Transport
Revolut4616,-100.00,Transfers_Transfers
Oranje spaarrekening K58675097,2190.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening K58675097,-4380.00,Transfers_Transfers
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
ALBERT HEIJN 1027,-5.53,Food & Drinks_Groceries
Action 1035,-2.95,House & Garden_Equipment
Total Employee Compliance Services BV,5374.18,Salary_Salary
Jumbo Adam Osdorp,-9.70,Food & Drinks_Groceries
HFC ALMERE,-6.95,Food & Drinks_Restaurants
Oranje spaarrekening L94496383,-1480.00,Transfers_Transfers
WA SIDDIQUE,1480.00,Transfers_Transfers
Oranje spaarrekening L94496383,-1480.13,Transfers_Transfers
W A SIDDIQUE CJ,592.60,Transfers_Transfers
WA SIDDIQUE,887.53,Transfers_Transfers
707 Lidl Amsterdam,-5.38,Food & Drinks_Groceries
Doner Abi   Pomodori,-5.25,Food & Drinks_Restaurants
ALBERT HEIJN 1653,-2.25,Food & Drinks_Groceries
ETOS 7342,-2.99,Wellbeing & Beauty_Daily care
Kruidvat 1139,-7.16,Wellbeing & Beauty_Daily care
Albert Heijn 1027,-5.57,Food & Drinks_Groceries
Albert Heijn 1027,-5.23,Food & Drinks_Groceries
Trekpleister 1508,-4.99,Shopping_Gifts
Action 1035,-3.48,House & Garden_Equipment
DIRK VDBROEK FIL3069,-10.28,Food & Drinks_Groceries
Albert Heijn 1027,-2.39,Food & Drinks_Groceries
Aytac Versshop,-1.50,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
Oranje spaarrekening K58675097,44.00,Transfers_Transfers
ING Bank N.V. Creditcards,-24.99,Finances_Credit card
ING Bank N.V. Creditcards,-57.99,Finances_Credit card
ING Bank N.V. Creditcards,-56.99,Finances_Credit card
Oranje spaarrekening X94446204,95.97,Transfers_Transfers
Action 1035,-8.95,House & Garden_Equipment
PAYnlWok To Walk,-13.90,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.28,Food & Drinks_Groceries
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Zalando Payments GmbH,-24.09,Shopping_Clothes & Accessories
AAB INZ TIKKIE,24.09,Transfers_Transfers
Douglas,-23.08,Shopping_Gifts
AAB INZ TIKKIE,23.00,Transfers_Transfers
Action,-26.95,Shopping_Gifts
Oranje spaarrekening K58675097,905.00,Transfers_Transfers
ING Bank N.V. Creditcards,-853.00,Transport_Airfare
Adidas Benelux B.V.,-59.80,Shopping_Clothes & Accessories
Oranje spaarrekening W85769111,59.80,Transfers_Transfers
Albert Heijn 1027,-6.65,Food & Drinks_Groceries
Jumbo Adam Osdorp,-2.54,Food & Drinks_Groceries
ALBERT HEIJN 1027,-7.62,Food & Drinks_Groceries
Diversen,-2.35,Others_Withdrawals & Bank charges
CCVSanvir groenten im,-1.05,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-14.45,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-11.47,Food & Drinks_Groceries
Volendammer Vishande,-15.00,Food & Drinks_Groceries
ETOS 7342,-2.18,Wellbeing & Beauty_Daily care
Albert Heijn 1027,-2.09,Food & Drinks_Groceries
Mac Cosmetics NL via GlobalCollect,-33.00,Shopping_Clothes & Accessories
Oranje spaarrekening K58675097,26.27,Transfers_Transfers
Oranje spaarrekening K58675097,-190.00,Transfers_Transfers
BUDGET ENERGIE,190.00,Transfers_Transfers
Wok Asian Delight,-13.10,Food & Drinks_Restaurants
P9 KRAKELINGGARAGE,-1.12,Transport_Parking
Jumbo Adam Osdorp,-0.99,Food & Drinks_Groceries
Mywheels via PAY.nl,-27.26,Transport_Car
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-44.99,Transport_Public Transport
ING Bank N.V. Creditcards,-8.35,Transport_Public Transport
ING Bank N.V. Creditcards,-3.75,Transport_Public Transport
Oranje spaarrekening X94446204,8.35,Transfers_Transfers
Oranje spaarrekening K58675097,44.99,Transfers_Transfers
STG MOLLIE PAYMENTS,2.08,Transfers_Transfers
DIRK VDBROEK FIL3069,-6.41,Food & Drinks_Groceries
CCVAytac Versshop,-15.60,Food & Drinks_Groceries
ALBERT HEIJN 1027,-2.09,Food & Drinks_Groceries
Action 1035,-10.83,House & Garden_Equipment
Little India Amsterdam via Mollie,-36.62,Food & Drinks_Groceries
Jumbo Adam Osdorp,-4.98,Food & Drinks_Groceries
Volendammer Vishande,-7.95,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Trekpleister 1508,-3.49,Food & Drinks_Groceries
ALBERT HEIJN 1027,-7.20,Food & Drinks_Groceries
Tikkie,-5.00,Transfers_Transfers
Oranje spaarrekening X94446204,5.00,Transfers_Transfers
Oranje spaarrekening W85769111,7.20,Transfers_Transfers
Marrakech Bakery BV,-6.55,Food & Drinks_Snacks
ALBERT HEIJN 1027,-8.26,Food & Drinks_Groceries
bol.com b.v.,-18.95,Shopping_Electronics
Oranje spaarrekening X94446204,18.95,Transfers_Transfers
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
Lebo Vastgoed B.V.,-1676.40,Transport_Public Transport
BUDGET ENERGIE,-154.00,Home_Utilities
Jumbo Adam Osdorp,-8.67,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-9.13,Food & Drinks_Groceries
ALBERT HEIJN 1027,-2.84,Food & Drinks_Groceries
ETOS 7342,-1.19,Wellbeing & Beauty_Daily care
Kungfu Milk Tea,-5.50,Food & Drinks_Restaurants
Little India Amsterdam,-11.54,Food & Drinks_Groceries
Oranje spaarrekening W85769111,24.39,Transfers_Transfers
Action 1035,-17.74,House & Garden_Equipment
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
ALBERT HEIJN 1027,-3.68,Food & Drinks_Groceries
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
ING Bank N.V. Creditcards,-1150.09,Transport_Airfare
Oranje spaarrekening K58675097,-1000.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-1.39,Food & Drinks_Groceries
Albert Heijn 1027,-1.99,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-5.90,Food & Drinks_Groceries
CCVBIBA Delicatessen,-18.43,Food & Drinks_Snacks
CCVAytac Versshop,-2.49,Food & Drinks_Restaurants
GVB Exploitatie B.V.,-32.60,Transport_Public Transport
GVB Exploitatie B.V.,-12.06,Transport_Public Transport
DIRK VDBROEK FIL3069,-3.04,Food & Drinks_Groceries
Oranje spaarrekening K58675097,-100.00,Transfers_Transfers
Revolut Payments UAB,-100.00,Family_Allowance
Oranje spaarrekening W85769111,100.00,Transfers_Transfers
Oranje spaarrekening W85769111,-200.00,Transfers_Transfers
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
Total Employee Compliance Services BV,5374.18,Salary_Salary
Jumbo Adam Osdorp,-7.15,Food & Drinks_Groceries
Oranje spaarrekening K58675097,191.00,Transfers_Transfers
ING Bank N.V. Creditcards,-95.49,Leisure_Outings
Oranje spaarrekening X94446204,95.49,Transfers_Transfers
ING Bank N.V. Creditcards,-191.00,Leisure_Outings
NS GROEP IZ NS REIZIGERS,4.11,Reimbursement_Reimbursement
DIRK VDBROEK FIL3069,-2.33,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
VOMAR VOORDEELMARKT,-1.50,Food & Drinks_Groceries
Oranje spaarrekening W85769111,6.65,Transfers_Transfers
DIRK VDBROEK FIL3069,-1.78,Food & Drinks_Groceries
Marrakech Bakery BV,-7.00,Food & Drinks_Snacks
CCVAytac Versshop,-2.98,Food & Drinks_Groceries
CCVSanvir groenten im,-15.00,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-27.00,Multimedia_Telephone
Oranje spaarrekening X94446204,51.00,Transfers_Transfers
Oranje spaarrekening W85769111,6.65,Transfers_Transfers
ALBERT HEIJN 1027,-2.78,Food & Drinks_Groceries
Volendammer Vishande,-7.70,Food & Drinks_Groceries
Waternet/Gem. Amsterdam,-21.00,Home_Utilities
Tikkie,-51.00,Transfers_Transfers
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
ALBERT HEIJN 1027,-2.02,Food & Drinks_Groceries
Kruidvat 1139,-7.98,Wellbeing & Beauty_Daily care
NS GROEP IZ NS REIZIGERS,-18.84,Transport_Public Transport
ETOS 7342,-10.99,Wellbeing & Beauty_Daily care
ALBERT HEIJN 1027,-3.28,Food & Drinks_Groceries
CCVAytac Versshop,-7.80,Food & Drinks_Restaurants
ZTLVOF van HoutKa,-3.00,Food & Drinks_Restaurants
Jumbo Adam Osdorp,-10.15,Food & Drinks_Groceries
Action 1035,-8.05,House & Garden_Equipment
vanHaren 264,-18.97,Shopping_Clothes & Accessories
DIRK VDBROEK FIL3069,-5.89,Food & Drinks_Groceries
Albert Heijn 1027,-11.21,Food & Drinks_Groceries
Slagerij Elaf,-3.25,Food & Drinks_Groceries
Oranje spaarrekening W85769111,15.00,Transfers_Transfers
Diversen,-2.35,Others_Withdrawals & Bank charges
Hr P Pop,-15.00,Family_Toys
ALBERT HEIJN 1027,-6.16,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Home_Insurance & Fees
Oranje spaarrekening X94446204,180.00,Transfers_Transfers
Oranje spaarrekening W85769111,-249.31,Transfers_Transfers
Diversen,-180.78,Finances_Credit card
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Gemeente Amsterdam,-55.12,Home_Taxes
Sociale Verzekeringsbank,249.31,Benefits_Benefits
Lebo Vastgoed B.V.,-1676.40,Home_Rent
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
BUDGET ENERGIE,-154.00,Home_Utilities
DMDrogerie Markt,-20.15,Food & Drinks_Groceries
Alnatura Produktions u,-3.30,Food & Drinks_Coffee & Lunch
KAUFLAND ERFURT GISPER,-6.95,Shopping_Clothes & Accessories
DEICHMANN Erfurt 0631,-29.98,Shopping_Clothes & Accessories
HM ERFURT 1DE0391,-5.99,Shopping_Clothes & Accessories
ZIGGO SERVICES BV,-53.00,Multimedia_Internet
GVB Exploitatie B.V.,-0.40,Transport_Public Transport
Kiosk ASD 2925,-3.30,Others_Uncategorised
DIRK VDBROEK FIL3069,-2.60,Food & Drinks_Groceries
Kruidvat 1139,-10.48,Wellbeing & Beauty_Daily care
BLOKKER019 AMSTERDAM,-4.49,House & Garden_Fitment
Zeeman Amsterdam,-8.48,Food & Drinks_Groceries
Action 1035,-5.10,House & Garden_Equipment
GVB Exploitatie B.V.,-0.70,Transport_Public Transport
ALBERT HEIJN 1027,-3.73,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-5.25,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-1199.12,Finances_Credit card
Thanveer Ahamed,1200.00,Transfers_Transfers
Revolut Payments UAB,-1199.00,Transfers_Transfers
Oranje spaarrekening W85769111,6.65,Transfers_Transfers
ING Bank N.V. Creditcards,-89.95,Finances_Credit card
ING Bank N.V. Creditcards,-737.18,Transport_Public Transport
Oranje spaarrekening X94446204,827.00,Transfers_Transfers
Revolut6664,-10.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-3.64,Food & Drinks_Groceries
Action 1035,-15.31,House & Garden_Equipment
Jumbo Adam Osdorp,-3.74,Food & Drinks_Groceries
PAYnlWok Damstraat B,-6.95,Food & Drinks_Restaurants
ALBERT HEIJN 5606,-2.25,Food & Drinks_Groceries
Waternet/Gem. Amsterdam,-47.61,Food & Drinks_Groceries
Oranje spaarrekening K58675097,-2000.00,Transfers_Transfers
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening K58675097,1000.00,Transfers_Transfers
Total Employee Compliance Services BV,5374.18,Salary_Salary
Oranje spaarrekening W85769111,6.65,Transfers_Transfers
ALBERT HEIJN 1027,-6.65,Food & Drinks_Groceries
ALBERT HEIJN 1027,-3.59,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-2.87,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-2510.63,Transport_Public Transport
Oranje spaarrekening K58675097,2510.63,Transfers_Transfers
ALBERT HEIJN 1027,-6.62,Food & Drinks_Groceries
AMSTERDAM GVB,-5.00,Transport_Public Transport
Albert Heijn 1027,-1.65,Food & Drinks_Groceries
Oranje spaarrekening X94446204,13.80,Transfers_Transfers
ING Bank N.V. Creditcards,-13.80,Transport_Public Transport
Oranje spaarrekening X94446204,34.99,Transfers_Transfers
ING Bank N.V. Creditcards,-34.99,Transport_Public Transport
Jumbo Adam Osdorp,-1.19,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-12.99,Transport_Public Transport
ING Bank N.V. Creditcards,-5.99,Transport_Public Transport
Thanveer Ahamed,30.00,Transfers_Transfers
C ? A Online via ING,-29.95,Shopping_Clothes & Accessories
Slagerij Elaf,-10.31,Food & Drinks_Groceries
CCVKURIO S,-9.00,Food & Drinks_Restaurants
Oranje spaarrekening X94446204,127.00,Transfers_Transfers
ING Bank N.V. Creditcards,-127.00,Transport_Public Transport
Oranje spaarrekening K58675097,50.00,Transfers_Transfers
ING Bank N.V. Creditcards,-8.23,Transport_Public Transport
ING Bank N.V. Creditcards,-5.00,Transport_Public Transport
Oranje spaarrekening K58675097,10.00,Transfers_Transfers
Oranje spaarrekening K58675097,9.00,Transfers_Transfers
ING Bank N.V. Creditcards,-4.99,Transport_Public Transport
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Oranje spaarrekening W85769111,6.99,Transfers_Transfers
DIRK VDBROEK FIL3069,-4.36,Food & Drinks_Groceries
Albert Heijn 1027,-10.60,Food & Drinks_Groceries
Albert Heijn 1027,-6.99,Food & Drinks_Groceries
Albert Heijn 1027,-2.98,Food & Drinks_Groceries
AMSTERDAM GVB,-15.00,Transport_Public Transport
NSR TERUGBET REIZIGERS,16.10,Reimbursement_Reimbursement
ALBERT HEIJN 1027,-6.47,Food & Drinks_Groceries
AH to go 5869 DenHaa,-2.40,Food & Drinks_Groceries
Oranje spaarrekening X94446204,15.00,Transfers_Transfers
DIRK VDBROEK FIL3069,-1.30,Food & Drinks_Groceries
Diversen,-2.35,Food & Drinks_Groceries
CCVMcDonalds Osdorppl,-13.50,Food & Drinks_Restaurants
ov-chipkaart/Trans Link Systems by Buckaroo,-7.50,Transport_Public Transport
Oranje spaarrekening X94446204,13.60,Transfers_Transfers
NS Groep N.V.,-5.10,Transport_Public Transport
DIRK VDBROEK FIL3069,-1.13,Food & Drinks_Groceries
Albert Heijn 1027,-4.89,Food & Drinks_Groceries
Albert Heijn 1027,-1.39,Food & Drinks_Groceries
Action 1035,-17.38,House & Garden_Equipment
BLOKKER019 AMSTERDAM,-1.00,Food & Drinks_Groceries
Sesank Yamani,-10.00,Transfers_Transfers
Oranje spaarrekening X94446204,10.00,Transfers_Transfers
Oranje spaarrekening X94446204,9.00,Transfers_Transfers
ING Bank N.V. Creditcards,-9.00,Transport_Public Transport
Little India Amsterdam via Mollie,-41.17,Food & Drinks_Groceries
Karadeniz Versshop,-0.50,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-7.30,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.73,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
DIRK VDBROEK FIL3069,-11.78,Food & Drinks_Groceries
Marrakech Bakery BV,-7.00,Food & Drinks_Groceries
Kaddour puureerlijk,-6.45,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-7.14,Transport_Public Transport
Oranje spaarrekening W85769111,48.85,Transfers_Transfers
ING Bank N.V. Creditcards,-48.85,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
DIRK VDBROEK FIL3069,-4.40,Food & Drinks_Groceries
iZ Delinoot,-9.35,Others_Uncategorised
ALBERT HEIJN 1027,-4.23,Food & Drinks_Groceries
ALBERT HEIJN 1027,-4.89,Food & Drinks_Groceries
Action 1035,-6.33,House & Garden_Equipment
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Gemeente Amsterdam,-55.13,Food & Drinks_Groceries
Jumbo Adam Osdorp,-5.27,Food & Drinks_Groceries
Action 1035,-9.89,House & Garden_Equipment
Oranje spaarrekening W85769111,4.89,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Mywheels via PAY.nl,-0.10,Shopping_Clothes & Accessories
ALBERT HEIJN 1027,-10.62,Food & Drinks_Groceries
Kruidvat 1139,-3.99,Wellbeing & Beauty_Daily care
Albert Heijn 1027,-4.89,Food & Drinks_Groceries
707 Lidl Amsterdam,-1.99,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
DIRK VDBROEK FIL3069,-8.26,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-19.99,Food & Drinks_Groceries
Albert Heijn 1027,-10.09,Food & Drinks_Groceries
CCVOSDORP SLAGERIJ,-10.65,Food & Drinks_Groceries
Lebo Vastgoed B.V.,-1676.40,Transport_Public Transport
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
ALBERT HEIJN 1027,-3.88,Food & Drinks_Groceries
Jumbo Adam Osdorp,-2.96,Food & Drinks_Groceries
BUDGET ENERGIE,-154.00,Food & Drinks_Groceries
CCVBakkerij Lunchroom,-12.50,Food & Drinks_Groceries
CCVAytac Versshop,-8.08,Food & Drinks_Restaurants
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
ZIGGO SERVICES BV,-53.00,Shopping_Clothes & Accessories
ALBERT HEIJN 1027,-11.02,Food & Drinks_Groceries
Jumbo Adam Osdorp,-4.96,Food & Drinks_Groceries
Albert Heijn 1027,-4.57,Food & Drinks_Groceries
Revolut Payments UAB,-100.00,Transfers_Transfers
Oranje spaarrekening K58675097,1000.00,Transfers_Transfers
Oranje spaarrekening K58675097,-2000.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening K58675097,-1228.00,Transfers_Transfers
Oranje spaarrekening X94446204,-20.00,Transfers_Transfers
Oranje spaarrekening X94446204,-748.00,Transfers_Transfers
Oranje spaarrekening X94446204,374.00,Transfers_Transfers
Albert Heijn 1027,-1.78,Food & Drinks_Groceries
Albert Heijn 1027,-4.71,Food & Drinks_Groceries
Holland  Barrett,-2.84,Wellbeing & Beauty_Daily care
Kruidvat 1139,-12.65,Wellbeing & Beauty_Daily care
CCVAytac Versshop,-3.60,Food & Drinks_Restaurants
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Jumbo Adam Osdorp,-1.29,Food & Drinks_Groceries
Waternet/Gem. Amsterdam,-14.00,Food & Drinks_Groceries
Total Employee Compliance Services BV,5374.18,Salary_Salary
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
ALBERT HEIJN 1027,-5.93,Food & Drinks_Groceries
2324 INTERTOYS AMSTERD,-25.45,Food & Drinks_Groceries
Oranje spaarrekening X94446204,292.33,Transfers_Transfers
ING Bank N.V. Creditcards,-188.09,Transport_Public Transport
ING Bank N.V. Creditcards,-104.24,Transport_Public Transport
Oranje spaarrekening X94446204,50.00,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
707 Lidl Amsterdam,-8.03,Food & Drinks_Groceries
Slagerij Elaf,-1.74,Food & Drinks_Groceries
Slagerij Elaf,-3.14,Food & Drinks_Groceries
Action 1035,-3.57,House & Garden_Equipment
ALBERT HEIJN 1027,-3.97,Food & Drinks_Groceries
Jumbo Adam Osdorp,-13.15,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Oranje spaarrekening W85769111,6.49,Transfers_Transfers
ALBERT HEIJN 1027,-2.83,Food & Drinks_Groceries
Albert Heijn 1027,-5.22,Food & Drinks_Groceries
Albert Heijn 1027,-2.49,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-2.21,Food & Drinks_Groceries
Oranje spaarrekening W85769111,2.49,Transfers_Transfers
Albert Heijn 1027,-3.27,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
ALBERT HEIJN 1027,-3.34,Food & Drinks_Groceries
ALBERT HEIJN 1027,-6.49,Food & Drinks_Groceries
bol.com b.v.,-18.95,Transport_Public Transport
Parfumerie Douglas BV via WorldPay Customer Payments,-17.15,Wellbeing & Beauty_Daily care
CCVOSDORP SLAGERIJ,-9.25,Food & Drinks_Groceries
DD Tropische Markth,-3.50,Food & Drinks_Groceries
Kruidvat 1139,-5.00,Wellbeing & Beauty_Daily care
Oranje spaarrekening X94446204,100.00,Transfers_Transfers
Jumbo Adam Osdorp,-6.81,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Mobile Locker,-12.00,Others_Uncategorised
ALBERT HEIJN 1653,-7.19,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Diversen,-2.35,Food & Drinks_Groceries
ALBERT HEIJN 1027,-10.41,Food & Drinks_Groceries
Albert Heijn 1027,-0.69,Food & Drinks_Groceries
Kruidvat 1139,-21.74,Wellbeing & Beauty_Daily care
Tikkie,-9.50,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
DIRK VDBROEK FIL3069,-2.28,Food & Drinks_Groceries
Geldautomaat,-20.00,Food & Drinks_Groceries
Oranje spaarrekening W85769111,8.08,Transfers_Transfers
ING Bank N.V. Creditcards,-7.14,Transport_Public Transport
STG MOLLIE PAYMENTS,6.14,Transfers_Transfers
Albert Heijn 1027,-2.09,Food & Drinks_Groceries
Praxis 2359 Adam City,-4.99,Food & Drinks_Groceries
Albert Heijn 1027,-0.65,Food & Drinks_Groceries
Aytac Versshop,-6.29,Food & Drinks_Groceries
Oranje spaarrekening X94446204,100.00,Transfers_Transfers
Little India Amsterdam via Mollie,-43.24,Food & Drinks_Groceries
Tikkie,-28.00,Transfers_Transfers
Tikkie,-600.00,Transfers_Transfers
Tikkie,-600.00,Transfers_Transfers
Oranje spaarrekening K58675097,1228.00,Transfers_Transfers
STG MOLLIE PAYMENTS,35.69,Transfers_Transfers
Jumbo Adam Osdorp,-1.88,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
ALBERT HEIJN 1027,-7.55,Food & Drinks_Groceries
FEBO Oudezijds Voorbur,-12.50,Food & Drinks_Restaurants
ALBERT HEIJN 1027,-3.03,Food & Drinks_Groceries
Action 1035,-4.98,House & Garden_Equipment
AAB INZ TIKKIE,22.50,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Geldautomaat,-20.00,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Doner Abi   Pomodori,-7.50,Food & Drinks_Restaurants
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
ALBERT HEIJN 1027,-6.76,Food & Drinks_Groceries
Jumbo Adam Osdorp,-8.00,Food & Drinks_Groceries
